priref,lref,sitter_id,sitter_zekerheid,sitter_beschrijving,sitter_status,date_datering,zoekmarge_begindatum,zoekmarge_einddatum,title_english,title_dutch,objectcat,genre,materiaal,drager,trefwoorden_en,identificatie_grond,artist_name,artist_id,soort,is_color,width,height,megapixels,path,face_crop_count,sitter_portrait_count
264928,10658252,113330,,,huidig,,1863,1869,Equestrian portrait of Wilhelmina van Pruisen (1751-1820),Ruiterportret van Wilhelmina van Pruisen (1751-1820),reproductive print,undetermined,etching (printing process)|proof print (print),paper,equestrian portrait|woman's portrait|female equestrian|full-length portrait|body facing left|head to the right|hat with feathers|page (servant)|man|horseman,,"Jacquemin, Raphaël",472965,digital color photograph,True,2159,2500,5.397,D:\thesis\images\10658252.jpg,1,43
264930,10658254,113330,,,huidig,1779,1779,1779,Equestrian portrait of Wilhelmina van Pruisen (1751-1820),Ruiterportret van Wilhelmina van Pruisen (1751-1820),print,undetermined,etching (printing process)|brush in color,paper,equestrian portrait|woman's portrait|female equestrian|full-length portrait|body facing left|head to the right|hat with feathers|page (servant)|man|horseman|horse|decorative frame,,"Fargue van Nieuwland, Isaac Lodewijk la",27333,digital color photograph,True,412,500,0.206,D:\thesis\images\10658254.jpg,1,43
264966,10292262,206391,genaamd,,huidig,1599 gedateerd,1599,1599,Portrait of a man called François Spiering (?-1630),Portret van een man genaamd François Spiering (?-1630),painting,undetermined,oil paint,panel (wood),man's portrait|three-quarter length figure|head to the right|body facing right|standing (position)|looking away|hand on side|hand gesture|moustache|goatee|ruff 'à la confusion',,"Delff, Jacob Willemsz. (I)",21700,black and white photograph,False,380,501,0.19,D:\thesis\images\10292262.jpg,1,2
264982,9317439,206752,,,huidig,ca. 1956,1950,1962,Portrait of Erna Ida Elisabeth Sewe (1898/1899-...),"Ulla van Ommen -Sewe, verzetsvrouwe,",painting,undetermined,oil paint,hardboard,woman's portrait|knee-length portrait|head to the left|body facing left|sitting|facing front|necklace,,"Fiedler, Herbert",27915,digital image,True,402,501,0.201,D:\thesis\images\9317439.jpg,1,3
264987,9317618,17467,,,huidig,'42 gedateerd,1942,1942,Self Portrait of Herbert Fiedler (1891-1962),Zelfportret Fiedler met gele sjaal,painting,undetermined,oil paint,canvas,artists' portrait|bust-length portrait|head to the left|body facing left|facing front|muffler,,"Fiedler, Herbert",27915,digital image,True,414,501,0.207,D:\thesis\images\9317618.jpg,1,42
265001,9317638,202892,,,huidig,ca. 1952,1950,1955,"Portrait of Amrey, artist (Annemarie Balsiger (1909-1999))",Portret van kunstenares Amrey ( Annemarie Balsiger (1909-1999)),painting,undetermined,oil paint,canvas,woman's portrait|three-quarter length figure|head to the right|body facing right|sitting|looking away|cigarette|glove,,"Fiedler, Herbert",27915,digital image,True,361,501,0.181,D:\thesis\images\9317638.jpg,1,46
265004,9317449,17467,,,huidig,ca. 1938,1935,1940,Self portrait of Otto Herbert Fiedler (1891-1962),Zelfportret Fiedler met boek,painting,undetermined,oil paint,hardboard,artists' portrait|bust-length portrait|head to the left|body facing left|head supported by hands|book,,"Fiedler, Herbert",27915,digital image,True,501,483,0.242,D:\thesis\images\9317449.jpg,1,42
265007,9317635,17467,,,huidig,ca. 1936,1935,1940,Self portrait of Otto Herbert Fiedler (1891-1962),Zelfportret Fiedler in schildersjas,painting,undetermined,oil paint,canvas,artists' portrait|half-length|facing front|attic (interior space),,"Fiedler, Herbert",27915,digital image,True,359,501,0.18,D:\thesis\images\9317635.jpg,1,42
265018,9317551,202892,,,huidig,ca. 1939,1938,1940,Portrait of Amrey ( Annemarie Balsiger 1909-1999),Portret van Amrey ( Annemarie Balsiger (1909-1999),painting,undetermined,,hardboard,woman's portrait|artists' portrait|full-length portrait|head to the right|headcloth (headgear)|short sleeve|body facing right|sitting|armchair|looking away|cigarette,,"Fiedler, Herbert",27915,digital image,True,307,500,0.153,D:\thesis\images\9317551.jpg,1,46
265019,9317550,202892,,,huidig,1956,1956,1956,Portrait of Annemarie Balsiger (1909-1999),Amrey (Annemarie Balsiger) in jurk en bordeauxrode stola,painting,undetermined,oil paint,canvas,woman's portrait|artists' portrait|female artist|knee-length portrait|head to the right|hat|body facing right|sitting|facing front|hand on chin/pondering|legs crossed,,"Fiedler, Herbert",27915,digital image,True,356,500,0.178,D:\thesis\images\9317550.jpg,1,46
265029,9317619,17467,,,huidig,21 IX 40 gedateerd,1940-09-21,1940-09-21,Self portrait of  Herbert Fiedler (1891-1962),Zelfportret Fiedler in wintertrui met ritssluiting,painting,undetermined,oil paint,canvas,artists' portrait|bust-length portrait|head to the right|body facing right|facing front|sweater,,"Fiedler, Herbert",27915,digital image,True,394,501,0.197,D:\thesis\images\9317619.jpg,1,42
265038,9317297,17467,,,huidig,ca. 1935,1935,1940,Self portrait of  Herbert Fiedler (1891-1962),Zelfportret van Herbert Fiedler (1891-1962),painting,undetermined,oil paint,canvas,artists' portrait|man's portrait|bust-length portrait|facing front|head resting on arm|book|window|curtain,,"Fiedler, Herbert",27915,digital image,True,351,500,0.175,D:\thesis\images\9317297.jpg,1,42
265053,9317656,202892,,,huidig,ca. 1936,1935,1940,"Portrait of the artist Amrey (Annemarie Balsiger,1909-1999)","Portret van de kunstenares Amrey (Annemarie Balsiger,1909-1999)",painting,undetermined,oil paint,jute (fiber),woman's portrait|half-length|head to the left|body facing left|sitting|facing front,,"Fiedler, Herbert",27915,digital image,True,360,500,0.18,D:\thesis\images\9317656.jpg,1,46
265054,9317633,17467,,,huidig,1924 gedateerd,1924,1924,Self portrait of  Herbert Fiedler (1891-1962),Zelfportret van  Herbert Fiedler (1891-1962),painting,undetermined,oil paint,canvas,artists' portrait|man's portrait|half-length|head to the right|body facing right|standing (position)|looking away|painting (image-making)|easel|artists' brush,,"Fiedler, Herbert",27915,digital image,True,393,501,0.197,D:\thesis\images\9317633.jpg,1,42
265071,9317627,17467,,,huidig,1949 gedateerd,1949,1949,Self portrait of  Herbert Fiedler (1891-1962),Zelfportret van Herbert Fiedler (1891-1962),painting,undetermined,oil paint,jute (fiber),artists' portrait|man's portrait|facing front|sitting|pen,,"Fiedler, Herbert",27915,digital image,True,500,482,0.241,D:\thesis\images\9317627.jpg,1,42
265074,9317438,17467,,,huidig,ca. 1959,1956,1960,Self portrait of Herbert Fiedler (1891-1962),Zelfportret van Herbert Fiedler (1891-1962),painting,undetermined,oil paint,hardboard,artists' portrait|man's portrait|bust-length portrait|sitting|facing front|window|curtain,,"Fiedler, Herbert",27915,digital image,True,294,501,0.147,D:\thesis\images\9317438.jpg,1,42
265075,9317623,17467,,,huidig,1935 gedateerd,1935,1935,Self portrait of Herbert Fiedler (1891-1962),Zelfportret van Herbert Fiedler (1891-1962),painting,undetermined,oil paint,canvas,"artists' portrait|man's portrait|bust (general, figure)|facing front",,"Fiedler, Herbert",27915,digital image,True,410,501,0.205,D:\thesis\images\9317623.jpg,1,42
265085,9317624,17467,,,huidig,ca. 1940,1940,1942,Self portrait of Herbert Fiedler (1891-1962),Zelfportret van Herbert Fiedler (1891-1962),painting,undetermined,oil paint,canvas,"artists' portrait|man's portrait|bust (general, figure)|facing front",,"Fiedler, Herbert",27915,digital image,True,408,500,0.204,D:\thesis\images\9317624.jpg,1,42
265087,9317340,17467,,,huidig,17.IX.57,1957-09-17,1957-09-17,Self portrait of Herbert Fiedler (1891-1962),Zelfportret van  Herbert Fiedler (1891-1962),painting,undetermined,oil paint,canvas,"artists' portrait|man's portrait|bust (general, figure)|facing front",,"Fiedler, Herbert",27915,digital image,True,391,501,0.196,D:\thesis\images\9317340.jpg,1,42
265090,9317653,17467,,,huidig,ca. 1940,1939,1941,Self portrait of (Otto) Herbert Fiedler (1891-1962),Zelfportret van (Otto) Herbert Fiedler (1891-1962),painting,undetermined,oil paint,canvas,artists' portrait|man's portrait|half-length|facing front|hands folded|leaning on the elbow/elbows|cap (headgear),,"Fiedler, Herbert",27915,digital image,True,418,500,0.209,D:\thesis\images\9317653.jpg,1,42
265100,9317584,17467,,,huidig,1961,1961,1962,Self portrait of  Herbert Fiedler (1891-1962),Zelfportret van Herbert Fiedler (1891-1962),oil sketch,undetermined,oil paint,canvas,artists' portrait|sitting|facing front|head resting on arm|studio (work space)|spiral stair,,"Fiedler, Herbert",27915,digital image,True,235,501,0.118,D:\thesis\images\9317584.jpg,1,42
265101,9317615,17467,,,huidig,39 gedateerd,1939,1939,Self portrait of Herbert Fiedler (1891-1962),Zelfportret van  Herbert Fiedler (1891-1962),painting,undetermined,oil paint,canvas,"artists' portrait|man's portrait|bust (general, figure)|looking away|pipe smoking",,"Fiedler, Herbert",27915,digital image,True,398,501,0.199,D:\thesis\images\9317615.jpg,1,42
265107,9317318,17467,,,huidig,ca. 1941,1940,1943,Self portrait of Otto Herbert Fiedler (1891-1962),Zelfportret van Otto Herbert Fiedler (1891-1962),painting,undetermined,oil paint,canvas,"artists' portrait|man's portrait|bust (general, figure)|looking away|head to the right",,"Fiedler, Herbert",27915,digital image,True,386,500,0.193,D:\thesis\images\9317318.jpg,1,42
265150,10292264,206393,,,huidig,1860 gedateerd,1860,1860,Portrait of Louis Mattieu Frederic Plate (1804-1898),Portret van Louis Mattieu Frederic Plate (1804-1898),painting,undetermined,unknown,unknown,man's portrait|knee-length portrait|head to the left|body facing left|facing front|sitting|short hair (men's hairstyle)|suit (main garment)|knotted cravat|fob chain|knightly insignia|Order of the Netherlands Lion,,"Neuman, Johan Heinrich",59215,black-and-white reproduction,False,408,501,0.204,D:\thesis\images\10292264.jpg,1,2
265154,10658329,206393,,,huidig,1857 gedateerd,1857,1857,Portrait of Louis Mattieu Frederic Plate (1804-1898),Portret van Louis Mattieu Frederic Plate (1804-1898),painting,undetermined,oil paint,unknown,man's portrait|knee-length portrait|head to the left|body facing left|facing front|sitting|short hair (men's hairstyle)|suit (main garment)|knotted cravat|fob chain|knightly insignia|Order of the Netherlands Lion,,"Neuman, Johan Heinrich",59215,digital image,True,430,500,0.215,D:\thesis\images\10658329.jpg,1,2
265188,10292266,117653,,,huidig,1798 gedateerd,1798,1798,Portrait of Elisabeth (Betje Wolff) Bekker (1738-1804),Portret van Elisabeth (Betje Wolff) Bekker (1738-1804),portrait miniature,undetermined,unknown,unknown,woman's portrait|bust-length portrait|head to the right|body facing right|facing front|empire gown|fichu|shawl|round-eared cap,,"Groenia, Petrus",34026,black and white photograph,False,499,500,0.249,D:\thesis\images\10292266.jpg,1,5
265190,10292267,103869,,,huidig,1798 gedateerd,1798,1798,Portrait of Agatha (Aagje) Deken (1741-1804),Portret van Agatha (Aagje) Deken (1741-1804),portrait miniature,undetermined,unknown,unknown,woman's portrait|bust-length portrait|head to the left|body facing left|facing front|empire gown|fichu|round-eared cap,,"Groenia, Petrus",34026,black and white photograph,False,501,498,0.249,D:\thesis\images\10292267.jpg,1,2
265211,10292271,121115,,,huidig,ca. 1775-1810,1775,1810,Portrait of Volkier Rudolph baron Bentinck (1738-1820),Portret van Volkier Rudolph baron Bentinck (1738-1820),portrait miniature,undetermined,brush in color,ivory,man's portrait|military personnel|half-length|head to the left|body facing right|looking away|tie-wig|uniform|Teutonic Order|sky|cloud,Identification partly based on the knighthood sign; see also his other portraits.,Anoniem,1984,black and white photograph,False,1533,1519,2.329,D:\thesis\images\10292271.jpg,1,2
265217,10292272,146533,,,huidig,1832 gedateerd,1832,1832,Portrait of Henriette Jeanne Christine van Neukirchen genaamd Nyvenheim (1807-1849),Portret van Henriette Jeanne Christine van Neukirchen genaamd Nyvenheim (1807-1849),painting,undetermined,oil paint,panel (wood),woman's portrait|three-quarter length figure|head to the left|body facing left|sitting|facing front|standing ruff|lace (needlework)|high-necked clothing|puffed sleeves|ceintuur (women's belt)|buckle (strap accessory)|cashmere (textile)|shawl|drapery (representation)|dress (garment),,"Van der Hulst, Jean-Baptiste",79228,black and white photograph,False,419,500,0.209,D:\thesis\images\10292272.jpg,1,4
265233,10292275,201823,,,huidig,ca. 1770-1790,1770,1790,Portrait of Theodore Victor van Berckel (1739-1808),Portret van Theodore Victor van Berckel (1739-1808),portrait miniature,undetermined,unknown,unknown,man's portrait|bust-length portrait|head to the right|body facing left|facing front|tie-wig|jabot|drapery (clothing accessory),,Anoniem,1984,black and white photograph,False,1179,1704,2.009,D:\thesis\images\10292275.jpg,1,2
265236,10349092,133965,,,huidig,ca. 1619 (?),1619,1619,Portrait of Arent van Duvenvoirde (1528-1599),Poprtret van Arent van Duvenvoirde (1528-1599),painting,portrait,oil paint,panel (wood),man's portrait|bust-length portrait|head to the right|body facing right|facing front|ruff 'à la confusion'|rapier,,"Ravesteyn, Jan van",65765,unknown,False,3827,4134,15.821,D:\thesis\images\10349092.jpg,1,2
265251,10292278,134389,,,huidig,1790 gedateerd,1790,1790,Portrait of Jhr. Otto Willem Johan Berg (1752-1825),Portret van Jhr. Otto Willem Johan Berg (1752-1825),painting,undetermined,oil paint,canvas,man's portrait|half-length|head to the right|body facing right|sitting|facing front|tie-wig|jacket with waistcoat|jabot|document (object genre),,"Hendriks, Wybrand",37479,color photograph,True,824,951,0.784,D:\thesis\images\10292278.jpg,1,3
265252,10292279,206411,,,huidig,ca. 1790,1790,1790,Portrait of Catharina Johanna  Goll von Franckenstein (1752-1788),Portret van Catharina Johanna  Goll von Franckenstein (1752-1788),painting,undetermined,oil paint,canvas,woman's portrait|half-length|head to the left|body facing left|sitting|facing front|hand in front of chest|flower in the hand|high done-up hair with shoulder rolls|low neckline|fichu|mutch|dress (garment),,"Hendriks, Wybrand",37479,color photograph,True,813,954,0.776,D:\thesis\images\10292279.jpg,1,2
265293,10658458,100101,,,huidig,ca. 1668-1670,1668,1670,Portrait of Johan Maurits van Nassau-Siegen (1604-1679),Portret van Johan Maurits van Nassau-Siegen (1604-1679),painting,portrait,oil paint,canvas,man's portrait|three-quarter length figure|head to the left|body facing left|standing (position)|facing front|hand on side|letter in the hand|flat collar with tassels|armor|Order of Saint John (Bailiwick of Brandenburg)|sash (costume accessory)|background view of park landscape|fountain,,"Baen, Jan de",3490,black and white photograph,False,422,500,0.211,D:\thesis\images\10658458.jpg,1,40
265305,10658471,100101,,,huidig,ca. 1668-1670,1668,1674,Portrait of Johan Maurits van Nassau-Siegen (1604-1679),Portret van Johan Maurits van Nassau-Siegen (1604-1679),painting,portrait,oil paint,canvas,man's portrait|knee-length portrait|head to the left|body facing left|standing (position)|facing front|hand on side|letter in the hand|armor|flat collar with tassels|Order of Saint John (Bailiwick of Brandenburg)|background view of park landscape|fountain,,"Baen, Jan de",3490,black and white photograph,False,1948,2481,4.833,D:\thesis\images\10658471.jpg,1,40
